Query_7862725,CP177473.1,98.961,385,3,1,1,385,9585,9968,0.0,688
Query_7862725,CP177450.1,99.215,382,2,1,4,385,27166,26786,0.0,688
Query_7862725,CP177453.1,99.215,382,2,1,4,385,25684,25304,0.0,688
Query_7862725,CP177442.1,99.215,382,2,1,4,385,23793,23413,0.0,688
Query_7862725,CP177447.1,99.215,382,2,1,4,385,23793,23413,0.0,688
Query_7862725,CP177470.1,98.961,385,3,1,1,385,56212,56595,0.0,688
Query_7862725,CP177459.1,98.961,385,3,1,1,385,32178,32561,0.0,688
Query_7862725,CP177434.1,99.215,382,2,1,4,385,24979,24599,0.0,688
Query_7862725,CP177437.1,99.215,382,2,1,4,385,23793,23413,0.0,688
Query_7862725,CP177405.1,99.215,382,2,1,4,385,24979,24599,0.0,688
Query_7862725,CP177429.1,99.215,382,2,1,4,385,24703,24323,0.0,688
Query_7862725,CP177402.1,99.215,382,2,1,4,385,88577,88197,0.0,688
Query_7862725,CP177427.1,98.961,385,3,1,1,385,78036,78419,0.0,688
Query_7862725,CP177418.1,98.961,385,3,1,1,385,78069,78452,0.0,688
Query_7862725,CP177423.1,99.215,382,2,1,4,385,24979,24599,0.0,688
Query_7862725,CP177415.1,99.215,382,2,1,4,385,24979,24599,0.0,688
Query_7862725,CP177381.1,98.961,385,3,1,1,385,85134,85517,0.0,688
Query_7862725,CP177365.1,98.961,385,3,1,1,385,85134,85517,0.0,688
Query_7862725,CP177387.1,99.215,382,2,1,4,385,22242,21862,0.0,688
Query_7862725,CP177373.1,98.961,385,3,1,1,385,85134,85517,0.0,688
Query_7862725,CP177571.1,98.961,385,3,1,1,385,84927,85310,0.0,688
Query_7862725,CP177559.1,99.215,382,2,1,4,385,22279,21899,0.0,688
Query_7862725,CP177583.1,98.961,385,3,1,1,385,85153,85536,0.0,688
Query_7862725,CP177587.1,98.961,385,3,1,1,385,85153,85536,0.0,688
Query_7862725,CP177557.1,99.215,382,2,1,4,385,20146,19766,0.0,688
Query_7862725,CP177567.1,98.961,385,3,1,1,385,85153,85536,0.0,688
Query_7862725,CP177545.1,99.215,382,2,1,4,385,13208,12828,0.0,688
Query_7862725,CP177500.1,99.215,382,2,1,4,385,22279,21899,0.0,688
Query_7862725,CP177519.1,99.215,382,2,1,4,385,22279,21899,0.0,688
Query_7862725,CP177523.1,99.215,382,2,1,4,385,23489,23109,0.0,688
Query_7862725,CP177540.1,99.215,382,2,1,4,385,22279,21899,0.0,688
Query_7862725,CP177516.1,99.215,382,2,1,4,385,13208,12828,0.0,688
Query_7862725,CP177547.1,98.961,385,3,1,1,385,25275,25658,0.0,688
Query_7862725,CP177484.1,98.961,385,3,1,1,385,25673,26056,0.0,688
Query_7862725,CP177489.1,99.215,382,2,1,4,385,22279,21899,0.0,688
Query_7862725,CP177779.1,99.215,382,2,1,4,385,13208,12828,0.0,688
Query_7862725,CP177767.1,99.215,382,2,1,4,385,13208,12828,0.0,688
Query_7862725,CP177772.1,99.215,382,2,1,4,385,13208,12828,0.0,688
Query_7862725,CP177789.1,99.215,382,2,1,4,385,13208,12828,0.0,688
Query_7862725,CP177764.1,99.215,382,2,1,4,385,22279,21899,0.0,688
Query_7862725,CP177793.1,99.215,382,2,1,4,385,13208,12828,0.0,688
Query_7862725,CP177797.1,99.215,382,2,1,4,385,22279,21899,0.0,688
Query_7862725,CP177775.1,98.961,385,3,1,1,385,74706,75089,0.0,688
Query_7862725,CP177783.1,99.215,382,2,1,4,385,13208,12828,0.0,688
Query_7862725,CP177744.1,99.215,382,2,1,4,385,22279,21899,0.0,688
Query_7862725,CP177720.1,99.215,382,2,1,4,385,23273,22893,0.0,688
Query_7862725,CP177737.1,99.215,382,2,1,4,385,22279,21899,0.0,688
Query_7862725,CP196694.1,99.215,382,2,1,4,385,74666,74286,0.0,688
Query_7862725,CP196690.1,99.215,382,2,1,4,385,74596,74216,0.0,688
Query_7862725,CP196698.1,99.215,382,2,1,4,385,76025,75645,0.0,688


